Width: 100
Length: 200
Depth: 400
26.2833 38.8417 311.56
44.4158 15.0715 145.095
80.7685 4.36714 140.397
44.8059 40.4284 287.221
58.4004 42.0928 68.3172
49.337 50.3441 52.4342
99.5226 89.2251 70.4079
91.8155 89.1352 285.071
28.1835 17.6032 259.921
61.4521 70.9187 63.446
62.2026 44.356 286.081
42.5155 98.4894 375.97
85.1813 59.398 311.8
89.3963 59.3533 91.3449
8.31214 37.4205 73.0889
32.1939 42.378 222.552
99.6541 52.7111 306.581
99.4717 47.0753 126.96
35.5643 44.7592 81.4934
97.7138 51.4441 115.985
64.9246 77.5445 313.94
56.8597 45.6232 382.08
78.1576 66.6477 390.04
82.8106 8.78858 17.6718
71.2718 34.8157 66.2167
73.4956 66.775 10.1015
65.6152 33.5203 276.411
66.6262 66.2079 388.82
82.6696 11.5297 159.601
84.8377 59.3292 72.5486
66.3459 5.73755 252.861
86.9443 30.2002 322.2
91.8155 73.153 123.544
48.5768 2.25658 246.901
23.2631 90.7439 89.3316
10.0822 64.6946 159.321
43.1356 8.0083 265.021
18.0827 7.36808 287.291
61.6322 99.429 137.181
43.9657 98.4294 71.7784
94.7054 39.4374 190.693
90.1294 64.8681 172.356
68.2278 69.6807 105.428
34.3542 71.1369 261.181
4.93199 6.25771 347.58
76.9237 11.0695 214.552
31.2638 93.6619 266.401
68.2078 20.5455 115.111
52.2979 15.1115 333.71
39.735 51.1235 163.649
96.6708 51.3505 171.576
98.0336 91.5633 199.123
75.0689 50.9917 129.107
72.2233 73.7696 205.392
14.5625 36.4442 355.26
84.9084 28.7368 398.38
93.1974 70.5321 339.88
85.768 51.9436 164.339
77.0942 74.4463 241.211
24.2431 83.7114 15.2817
25.3632 65.7208 137.38
89.5199 88.8854 304.461
89.2832 15.842 174.496
69.4393 19.3745 217.182
78.82 92.4027 52.8842
49.7171 12.4802 44.6433
27.4734 59.331 75.5299
10.2822 17.1128 31.8024
46.3162 33.1891 173.546
92.7271 97.4099 135.422
14.0324 74.2373 257.641
60.7017 37.8536 166.928
49.7471 22.7678 308.37
21.7129 75.9001 62.7259
6.48206 4.82727 130.081
44.7159 45.0497 213.332
99.3606 4.35714 287.461
68.7484 37.2493 139.48
76.3421 63.5959 291.481
17.2826 69.216 150.917
21.3529 68.1996 314.12
60.4815 15.9921 210.582
19.4728 13.6507 91.6856
22.803 25.2709 182.174
31.9239 47.4105 277.581
86.7107 70.4925 384.07
11.8223 35.8006 329.84
22.503 15.4718 66.8668
12.8124 65.0205 270.621
99.3407 48.6214 259.981
74.3974 12.8403 374.03
12.9824 27.1144 128.931
3.83195 51.5236 308.161
47.1164 87.3769 337.38
53.7784 87.9363 113.998
46.0562 93.412 141.025
84.353 87.9663 309.86
4.58198 96.2305 190.953
26.0233 65.0568 265.851
51.2776 33.6006 9.14152
81.442 89.6048 388.26
62.1225 98.1495 231.731
12.2423 17.8733 63.9161
42.1854 88.0862 79.3319
8.43215 82.5133 243.691
72.3535 94.2715 282.981
36.5445 33.6609 295.781
98.8961 67.0298 359.71
97.6738 34.2934 42.7332
87.117 93.1622 35.7127
57.0698 21.3863 277.621
36.1144 76.8866 216.152
58.8006 97.4099 140.208
23.9831 47.2587 168.177
42.3754 5.39744 235.611
47.0864 64.1245 142.321
61.6723 22.9079 61.4756
54.4987 83.1423 262.351
87.0865 71.8713 295.391
62.5128 24.1594 253.381
46.1062 46.8178 334.52
26.5033 43.687 80.4126
79.4324 63.4895 56.1647
52.7781 51.9084 370.49
38.8148 70.4331 22.192
47.8566 84.9996 281.711
52.628 23.8891 44.4433
48.3167 61.9495 58.9151
65.4651 78.422 218.912
86.082 52.4965 156.153
74.0868 17.443 170.147
98.1604 45.3098 285.361
73.1249 62.3717 273.951
78.4687 75.9499 356.56
73.0347 49.2848 217.282
71.8527 46.7109 272.621
10.9223 80.7066 246.061
3.36193 65.7597 181.575
46.4363 76.2588 9.16152
29.2636 43.2257 267.641
77.9971 87.6366 183.604
16.3826 38.1459 57.5349
98.1117 39.5081 344.77
46.2362 68.17 288.921
86.8224 46.7964 169.957
25.4032 64.5815 269.361
20.2728 25.8618 64.1462
19.7928 87.287 188.494
63.4635 22.077 204.632
59.471 33.5504 351.7
86.9036 76.8966 229.581
3.40193 10.7094 187.444
72.8644 10.4392 190.024
12.9424 92.3627 397.2
88.6982 48.4623 134.033
59.481 27.4243 175.396
13.3824 36.6957 160.66
35.6844 44.7592 377.18
76.8335 21.9969 50.5939
49.7671 95.0611 40.583
73.205 60.0709 327.16
72.8945 60.9771 305.221
46.3162 40.7018 217.732
6.74207 42.0013 289.351
14.5525 68.1405 66.7868
11.7523 24.1594 130.561
65.6252 64.7189 351.54
14.6925 60.5608 316.37
58.7406 85.8086 360.19
3.52194 22.5075 133.142
61.9224 83.5516 375.72
56.9297 4.43716 281.961
4.04196 64.9558 283.821
88.5241 36.2933 185.664
43.6257 59.3324 243.721
89.9431 67.9435 341.9
1.59186 34.7856 377.87
8.22214 97.9796 335.01
45.9662 44.0673 191.003
47.9867 71.8216 205.192
57.1998 22.1371 135.978
28.0135 11.4897 282.781
8.54215 44.5936 353.93
91.2873 11.8399 351.85
96.3565 7.76821 332.45
57.1798 46.2542 34.4026
73.7862 30.7917 164.628
80.0651 76.1293 31.4624
82.8408 63.4542 387.4
19.0127 94.3914 383.27
4.54198 31.8446 80.3125
91.1193 12.0099 336.25
87.7481 39.7304 206.142
7.85212 5.95762 53.0442
57.3699 59.8634 233.831
39.6449 95.9506 396.38
33.5641 39.7506 374.23
11.1723 60.9051 179.455
41.5953 59.9544 293.681
44.6659 16.3923 238.101
69.1389 86.9473 83.6551
34.4542 38.2568 279.371
53.9685 0.816231 41.7231
66.506 62.9476 184.704
72.4737 47.4867 348.15
47.6466 20.2052 53.7443
69.6495 27.6648 328.75
73.0848 6.80789 203.352
50.3473 3.27684 20.7119
49.0569 21.5365 136.286
28.9936 92.1928 234.711
91.0145 52.7786 46.7135
54.6687 4.98724 122.731
16.2326 47.086 305.971
12.0223 11.2596 144.167
46.4463 19.2944 65.5865
49.387 81.8345 185.784
22.273 16.8426 228.371
4.04196 22.5475 231.701
1.17184 89.8546 177.805
51.1976 93.0622 241.201
20.6829 33.6609 58.8651
1.29185 9.73895 244.071
30.8738 3.52691 336.12
31.0538 25.9519 189.934
9.70221 7.30806 383.68
61.8424 92.6325 32.6725
35.5443 92.0329 177.525
79.1915 67.1769 138.843
24.0331 85.3392 51.5441
83.2941 67.8156 96.3174
65.0347 32.7576 71.6283
77.4152 98.8892 40.253
66.1457 7.148 226.652
34.0541 42.0521 286.481
72.9546 45.55 296.961
86.8935 73.2325 174.936
88.9647 25.3009 251.881
94.1424 49.2967 295.991
11.5523 45.4768 326.26
38.1247 89.1052 144.526
7.3021 27.4444 161.34
87.1374 86.368 8.03149
12.4924 60.6392 249.031
53.5383 8.22838 142.411
17.4726 22.8979 99.7928
22.573 30.6012 127.58
58.6205 80.3773 188.444
41.8753 7.64817 79.6021
14.8225 51.5397 318.19
4.17196 42.3984 357.79
42.4954 87.7465 58.165
77.1845 80.6867 0.801309
1.60186 62.8931 288.371
2.6119 25.6915 309.39
23.103 5.77756 325.45
58.4004 89.9045 23.132
23.6131 34.0524 111.283
98.9832 86.5066 283.221
57.9502 88.5257 179.295
56.6396 81.0959 87.7194
26.2733 69.7103 166.648
99.4026 48.0475 335.27
78.9104 64.491 253.581
91.1822 50.6124 21.0419
85.3228 63.4164 252.051
25.2332 85.6089 34.8126
55.6492 8.0083 238.101
83.143 63.2221 7.03146
44.0558 31.8045 86.608
64.2941 68.8012 94.1711
16.8126 6.38775 128.266
45.216 39.7405 359.68
91.8792 29.1678 323.14
39.3449 88.9254 84.8862
73.9064 3.93702 277.201
98.9646 32.5469 177.585
93.5862 23.6688 181.285
62.2026 14.9615 105.571
40.7451 60.6709 287.181
53.4183 40.8032 234.961
63.5035 42.3475 194.483
63.2733 63.5792 355.99
69.199 63.5959 98.6669
30.1737 77.2953 258.871
51.1676 95.4908 217.572
89.3963 66.8044 277.631
11.2123 85.3492 172.116
91.593 72.3082 178.755
54.5287 21.1461 173.236
26.8734 32.7375 330.33
85.2925 27.3141 94.2513
79.2417 86.5677 312.82
21.6629 26.1021 362.69
86.3455 17.6332 387.76
34.4342 40.56 328.12
71.3519 80.4272 70.658
43.5256 89.7647 28.7023
93.0435 82.9925 101.363
45.4861 17.353 106.264
80.035 38.5391 331.43
68.5782 64.3599 330.23
46.9264 72.9939 74.3894
36.9345 72.7355 265.081
91.0773 27.1238 40.413
80.7584 72.8051 306.611
11.8623 45.9589 314.06
82.4884 43.1438 262.001
81.955 6.5278 124.96
7.79212 15.5818 277.221
88.6367 30.3305 100.98
87.239 92.3827 284.351
23.023 16.3223 1.07132
43.0856 64.3712 336.72
65.9455 9.33879 40.233
10.3222 64.7717 110.418
19.9628 17.8233 5.56142
0.711828 78.2724 229.611
79.3521 32.6372 81.5534
97.0731 29.3682 83.1046
8.73216 24.7902 266.301
64.3942 82.0341 290.431
57.64 77.1956 32.8225
62.0825 98.5194 371.55
73.7962 42.266 175.536
2.89191 60.9794 94.5421
38.9048 65.4584 273.641
48.6668 7.08798 351
13.3324 1.98651 126.012
84.0301 88.0862 218.562
84.1108 2.23657 301.921
99.5226 38.5189 339.04
78.0774 32.6673 49.8939
96.1844 35.9715 172.226
53.5784 12.24 228.191
11.9123 29.1377 306.901
27.2134 41.0769 175.685
93.6647 47.1939 90.5735
31.3538 18.0835 97.4817
18.9327 14.4011 303.271
34.4842 64.9758 130.13
46.6763 84.2606 375.51
63.6036 59.5488 295.701
53.9385 26.2223 262.721
52.8881 66.4717 63.8361
36.0244 62.6782 325.65
15.2625 90.564 323.33
21.963 84.3305 350.56
16.3826 74.944 344.79
51.3276 90.1443 283.931
56.2594 39.69 268.661
79.3019 15.932 244.721
54.0385 74.2472 180.785
89.2215 65.9836 108.463
51.6877 91.6132 281.051
26.3233 61.1587 19.4619
8.88217 63.4479 159.171
22.353 27.4444 361.6
6.27205 76.8667 394.53
70.4907 50.059 35.6826
5.78203 29.0976 381.08
93.0106 64.9423 227.142
19.0527 47.1723 116.327
52.438 31.3833 201.063
11.5423 13.8709 175.156
63.1633 47.9698 325.32
68.0676 49.5979 195.713
38.2347 65.3711 130.973
23.3231 44.9562 354.15
25.1332 2.00652 152.216
72.1131 19.915 188.574
39.995 33.6609 171.766
41.9854 27.7048 303.171
83.0322 99.479 372.8
38.2247 36.575 292.781
22.093 22.9379 257.241
57.0097 98.9992 321.52
49.317 22.5976 370.88
22.343 71.8514 148.55
56.0593 19.2344 147.281
98.1604 84.8798 189.054
78.9304 27.1038 129.632
21.1329 63.7856 206.632
79.4625 39.7001 267.151
61.262 98.8792 64.2162
98.1607 41.7877 237.631
30.3337 97.6298 106.162
71.6023 59.8492 253.771
45.246 24.3196 143.289
79.0609 31.5237 137.081
46.5063 61.7711 74.3394
35.1143 88.1561 57.985
32.924 3.30685 145.424
4.49198 59.3385 191.033
68.0376 62.5614 169.547
40.6751 75.3523 362.83
2.07188 90.1044 283.351
21.7629 20.4955 214.892
35.3243 72.1294 109.643
58.7306 61.7534 90.1428
87.7073 24.59 76.4103
38.4348 65.0266 14.8917
74.9887 20.5655 233.221
55.199 39.3768 9.95154
66.6362 69.1962 67.597
76.7131 20.8258 167.387
63.4835 66.589 80.973
2.76191 63.8648 299.691
77.977 62.9702 42.5832
13.7824 49.7329 350.02
9.08218 7.83824 39.7629
32.924 16.7526 371.4
33.6341 39.5485 113.235
65.5652 78.3522 32.5125
23.133 19.5747 39.5729
10.6323 93.8218 59.1752
87.2899 9.42883 89.4618
70.721 65.4196 280.101
68.6683 33.691 335.64
39.735 17.1929 390.05
29.1336 30.7516 8.04149
91.6777 45.55 300.921
65.6553 59.3745 84.5159
1.56186 42.6738 358.85
15.1225 99.359 57.935
100 36.7371 16.4503
99.9927 16.1021 273.841
99.9927 88.8754 156.292
99.9927 27.3647 289.681
99.9927 87.8464 376.69
99.9927 95.6607 327.65
99.9927 1.01628 104.109
99.9927 22.8478 346.41
99.9927 22.4374 179.335
99.9927 77.6841 391.06
99.9927 30.0999 165.208
99.9927 45.7384 205.582
99.9927 8.26839 339.8
99.9927 59.6989 296.651
99.9927 59.3443 316.51
99.9927 48.6442 107.987
99.9927 89.2351 61.8057
99.9927 27.8747 289.001
99.9927 72.0202 86.598
99.9927 19.4045 269.591
99.9927 40.0439 312.45
99.9927 75.8603 43.6932
99.9927 11.2596 324.02
99.9927 72.6361 199.893
99.9927 68.8285 178.225
99.9927 69.5422 366.46
99.9927 49.2254 94.6824
99.9927 23.7489 36.0727
99.9927 78.5517 137.449
99.9927 50.7225 157.732
99.9927 42.97 224.372
99.9927 31.7443 186.484
99.9927 17.2329 230.761
99.9712 38.4483 182.964
99.9712 53.0169 126.618
99.9927 63.0875 209.252
99.9927 93.3321 202.303
99.9927 83.0724 83.6851
99.9927 36.5146 377.92
99.9927 96.0006 98.8679
99.9712 37.6521 388.87
99.9927 63.1907 354.01
99.9927 61.4204 144.736
99.9927 83.4718 52.5542
99.9712 72.3877 277.111
99.9927 13.2805 78.9117
99.9927 99.1791 369.35
99.9927 2.09654 153.584
99.9927 71.8415 295.441
99.9927 45.0081 57.2649
99.9927 83.3619 106.131
99.9927 6.87791 78.0712
99.9927 11.0995 37.4728
99.9927 78.2724 338.64
99.9927 80.167 122.694
99.9927 46.5511 164.319
99.9927 59.5443 299.301
99.9927 63.7476 249.801
99.9927 29.4083 28.6422
99.9927 67.1475 195.843
99.9927 8.99866 63.9461
99.9927 59.3341 168.637
99.9927 60.2523 70.4379
99.9927 65.8181 163.069
99.9927 16.3423 203.163
99.9927 3.93702 381.13
99.9927 32.2459 220.062
99.9927 77.8437 101.363
99.9927 98.9592 257.901
99.9927 37.0077 396.23
99.9927 10.2191 207.882
99.9927 33.0887 166.978
99.9926 80.547 196.803
99.9927 65.5584 260.951
99.9927 49.3564 231.201
99.9927 4.47717 75.5199
99.9927 42.1845 308.69
99.9927 36.3537 44.2933
99.9927 61.8705 261.211
99.9927 82.074 220.892
99.9927 86.328 370.28
99.9927 68.2193 157.981
99.9927 1.63642 172.496
99.9927 62.5861 35.0726
99.9927 45.1953 195.983
99.9927 43.3895 65.7566
99.9927 85.4391 342.44
99.9927 29.0575 379.07
99.9927 75.4813 254.321
99.9927 87.1171 324.17
99.9927 2.80672 271.161
99.9927 31.9851 183.794
99.9927 34.655 42.3231
99.9927 21.6165 109.791
99.9927 42.3067 155.333
99.9927 28.4262 204.512
99.9927 17.8834 391.51
99.9927 66.8925 67.9671
99.9927 85.6288 329.57
99.9927 78.3223 100.477
99.9927 70.9187 330.63
99.9927 52.4349 68.1672
99.9927 50.9628 50.3039
99.9927 87.257 291.721
99.9927 52.645 356.52
99.9927 46.9893 147.751
99.9927 10.6393 238.311
99.9927 60.1037 158.111
99.9927 77.4149 311.05
99.9927 60.7588 285.351
99.9927 77.2056 304.501
99.9926 45.1224 158.001
99.9927 33.6006 270.981
99.9927 10.7794 55.0845
99.9927 6.74787 123.636
99.9927 19.7248 362.7
99.9927 38.6702 147.711
99.9927 83.6615 348.52
99.9927 50.0081 179.905
99.9927 60.0762 8.22149
99.9927 19.2344 257.081
99.9927 60.0022 192.723
99.9927 18.1736 305.911
99.9927 90.3842 267.161
99.9927 39.2455 216.832
99.9927 86.9673 286.911
99.9927 20.7257 220.262
99.9927 67.0984 154.134
99.9927 94.8612 149.778
99.9925 60.1106 87.6693
99.9927 73.4414 167.997
99.9927 54.8081 94.2212
99.9927 16.4724 247.471
99.9927 95.8806 25.5021
99.9927 36.3637 224.052
99.9927 70.3241 12.0116
99.9927 86.358 9.15152
99.9927 30.3806 254.441
99.9927 7.05797 237.831
99.9927 40.5296 124.224
99.9927 5.00733 233.751
99.9927 16.0521 46.2035
99.9927 73.3419 312
99.9927 63.247 365.69
99.9927 72.4771 281.181
99.9927 73.8393 207.632
99.9927 2.97676 236.291
99.9927 24.7302 290.211
99.9712 26.4927 370.46
99.9927 70.3835 384.07
99.9927 36.897 93.5195
99.9927 22.7778 95.9964
99.9927 79.9383 169.687
99.9927 77.1059 397.97
99.9927 59.4662 253.551
99.9927 33.5504 104.525
99.9927 69.3444 108.993
99.9927 14.9615 344.65
99.9927 10.2392 79.0317
99.9712 64.0776 166.788
99.9927 20.3053 43.4232
99.9927 50.1616 85.8372
99.9927 98.9992 16.2917
99.9927 38.408 196.873
99.9927 44.356 279.991
99.9927 47.8593 24.7621
99.9927 91.4547 299.802
99.9927 64.5599 211.582
99.9927 13.9509 255.631
99.9927 83.7414 172.156
99.9927 47.2912 231.471
99.9927 14.9715 215.152
99.9927 87.0872 349.13
99.9927 84.2806 208.582
99.9927 8.66854 288.791
99.9927 92.9623 387.85
99.9927 25.2108 180.155
99.9927 82.9626 316.05
99.9927 63.6528 287.351
99.9927 33.5002 378.43
99.9927 53.8561 201.973
99.9927 47.8372 57.905
99.9927 78.8509 278.891
99.9927 76.9365 352.29
99.9927 36.0118 53.0042
99.9927 83.3819 199.823
99.9927 33.4199 68.6773
99.9927 92.7125 27.6922
99.9927 59.5955 352.22
99.9927 16.5724 170.037
99.9927 49.7082 258.261
99.9927 15.2816 237.241
99.9927 42.7044 181.305
99.9926 89.4449 264.151
99.9927 3.41688 199.563
99.9927 88.4358 384.08
99.9927 16.7125 104.109
99.9927 30.0197 262.521
99.9927 32.587 229.441
99.9927 52.5592 363.32
99.9927 26.5929 183.844
99.9927 85.6189 85.3066
99.9927 12.7403 319.74
99.9927 42.9802 168.757
99.9927 25.0406 334.04
99.9927 64.8585 4.8514
99.9927 49.77 378.42
99.9927 15.3317 140.806
99.9927 61.8333 279.151
99.9927 47.2371 189.914
99.9927 72.2884 336.29
99.9927 63.0193 389.31
99.9927 68.5742 98.7171
99.9927 89.8046 228.201
99.9927 55.1667 391.52
99.9927 44.5729 252.391
99.9927 55.4885 101.635
99.9927 60.1183 88.931
99.9927 0.566173 204.342
99.9927 14.5712 381.47
99.9927 89.9845 52.1941
99.9712 82.7429 73.449
99.9927 94.9711 256.661
99.9927 98.9292 383.15
99.9927 93.6519 215.592
99.9927 24.7802 288.331
99.9927 25.9018 271.311
99.9927 40.712 98.3253
99.9927 59.3622 367.94
99.9927 48.1812 16.2817
99.9927 97.6898 123.256
99.9927 90.6839 305.491
99.9927 43.0609 245.541
99.9927 61.0376 84.2756
99.9927 42.3984 21.7419
99.9927 49.0254 157.911
99.9927 12.7903 274.261
99.9927 45.9484 378.81
99.9927 10.1791 392.37
99.9927 93.7418 62.2858
99.9927 56.4105 362.86
99.9927 97.8697 197.723
99.9927 5.62751 135.213
99.9927 56.7076 265.151
99.9927 60.3034 146.443
99.9927 15.812 219.942
99.9712 71.7521 50.0339
99.9712 7.75821 298.041
99.9927 71.246 145.375
99.9927 95.2909 34.3326
99.9927 76.8268 135.253
99.9927 66.4521 40.0029
99.9927 76.3285 345.65
99.9927 24.8904 59.1152
99.9927 0.656194 244.361
99.9927 18.2937 25.7821
99.9927 38.5593 340.44
99.9927 95.4708 344.28
99.9927 78.5018 289.381
99.9927 38.9023 86.618
99.9927 70.7204 166.248
99.9927 42.3984 268.621
99.9927 26.3525 198.003
99.9927 75.8105 80.8129
99.9927 88.7755 5.76143
99.9926 35.5996 134.667
99.9712 69.6213 185.854
99.9927 76.2289 110.848
99.9927 2.98676 4.5114
99.9927 69.1985 177.475
99.9927 59.4746 170.517
99.9927 61.5844 302.831
99.9927 42.9609 246.311
99.9927 38.1056 399.24
99.9927 9.22875 364.16
99.9927 73.4613 144.526
99.9927 9.28877 92.0062
99.9927 12.9304 138.146
99.9927 7.7182 183.384
99.9926 91.5533 370.58
99.9927 88.3159 322.83
99.9927 62.1196 332.21
99.9927 30.8518 258.611
99.9927 73.2127 241.831
99.9927 47.7602 43.5432
99.9927 21.7867 260.281
99.9927 60.1736 319.28
99.9927 43.41 242.161
99.9927 96.3504 311.23
99.9927 86.2181 303.101
99.9927 46.0326 81.5234
99.9927 18.0835 259.951
99.9927 75.7313 254.821
99.9927 34.7956 231.391
99.9927 32.1155 312.16
99.9927 0.926256 268.461
99.9927 43.5433 188.304
99.9927 78.6614 273.761
99.9927 15.4117 293.171
99.9927 96.7802 198.563
99.9927 11.5997 344.92
99.9927 68.8801 89.1914
99.9927 7.7182 34.2926
99.9927 42.7759 338.76
99.9927 98.2195 346.85
99.9927 72.2784 256.581
99.9927 14.101 94.0408
99.9927 35.7302 23.672
99.9927 37.5413 304.981
99.9927 14.191 145.175
99.9927 85.459 220.472
99.9927 82.8627 33.1325
99.9927 35.9313 398.34
99.9927 19.7949 123.57
99.9927 44.7488 1.93133
99.9927 69.9379 316.43
99.9927 80.5769 332.83
99.9927 37.8536 284.601
99.9927 34.7454 124.472
99.9927 92.8724 261.471
99.9927 47.0322 74.6195
99.9927 74.5458 141.922
99.9927 11.1195 322.06
99.9927 78.831 78.9517
99.9927 27.2841 234.071
99.9927 31.1326 22.162
99.9927 25.9419 322.55
99.9927 49.9072 103.866
99.9927 62.8266 150.258
99.9927 63.1559 386.77
99.9927 36.9373 159.551
99.9927 79.4494 233.301
99.9927 71.8 366.14
99.9927 66.1434 351.784
99.9927 88.5158 103.796
99.9927 94.4414 274.661
99.9927 34.6048 127.405
99.9927 47.7712 309.26
99.9927 4.85728 344.12
99.9927 37.5111 257.631
99.9927 52.2377 338.12
99.9927 37.4708 149.768
99.9927 9.32879 307.051
99.9913 67.0004 152.995
99.9927 66.6379 270.531
99.9927 61.0543 163.159
99.9927 62.6876 212.952
99.9927 42.1845 183.514
99.9927 88.4658 384.98
99.9927 87.1571 192.993
99.9927 97.5198 149.558
99.9927 88.3159 395.36
99.9927 33.9821 111.415
99.9927 85.5689 290.961
99.9927 73.8592 385.21
99.9927 94.0916 382.53
99.9927 62.9942 84.8061
99.9927 61.5721 300.941
99.9927 93.482 22.162
99.9927 68.6827 59.8153
99.9926 6.07765 107.451
99.9927 59.4776 99.9939
99.9927 64.5984 392.84
99.9927 41.0059 36.3227
99.9927 98.6593 81.6935
99.9927 52.3546 335.14
99.9927 72.7256 233.541
99.9927 67.226 333.3
99.9927 90.3142 138.305
99.9927 94.3715 189.294
99.9927 70.661 292.281
99.9927 81.5151 340.48
99.9927 94.4614 220.482
99.9927 64.3775 293.991
99.9927 23.9692 278.771
99.9927 10.8494 332.39
99.9927 20.0251 83.565
99.9927 92.6025 2.08134
99.9927 64.5815 28.9623
99.9927 97.4898 255.391
99.9927 44.7695 55.8046
99.9927 81.8345 364.21
99.9927 94.8112 93.73
99.9927 31.7544 83.545
99.9927 87.0672 174.416
99.9927 46.8285 389.43
99.9927 80.7565 2.35134
99.9927 41.3001 142.152
99.9927 4.09707 316.49
99.9927 59.6455 224.062
99.9927 72.31 366.87
99.9927 15.5318 322.61
99.9927 65.008 22.292
99.9927 10.1891 195.623
99.9927 59.3622 40.243
99.9927 83.5716 4.11139
99.9927 50.0335 282.471
99.9927 96.4004 90.0927
99.9927 89.9645 5.25141
99.9927 81.9642 333.65
99.9927 39.4071 290.271
99.9927 95.4109 294.581
99.9927 93.1322 256.281
99.9927 4.71724 198.913
99.9927 59.3539 132.49
99.9927 30.0598 126.484
99.9927 83.6715 377.57
99.9927 2.06653 111.13
99.9927 90.0844 291.591
99.9927 26.7932 131.583
99.9927 74.8644 123.725
99.9927 85.2094 182.694
99.9927 60.2552 50.924
99.9927 31.3733 20.1519
99.9927 77.5844 308.251
99.9927 8.8186 23.632
99.9927 42.1539 371.22
99.9927 18.3837 79.3119
99.9927 12.3901 69.5876
99.9927 98.8792 34.4226
99.9927 64.5311 3.50137
99.9927 59.4638 308.041
99.9927 34.2934 196.653
99.9927 62.6207 77.0506
99.9927 9.27877 83.505
99.9926 18.3837 101.635
99.9927 85.0695 73.479
99.9927 2.17656 216.632
99.9927 72.9343 170.767
99.9926 48.7129 383.1
99.9927 90.2742 300.241
99.9927 34.655 344.43
99.9927 73.8393 201.403
99.9927 15.7219 128.054
99.9927 1.38636 386.87
99.9927 97.5298 341.55
99.9927 2.96676 12.9616
99.9927 18.804 370.14
99.9927 59.7487 155.923
99.9927 33.8918 302.531
99.9927 72.6957 270.531
99.9927 73.998 226.262
99.9927 15.0215 131.288
99.9927 80.917 128.866
99.9927 14.7013 218.762
99.9927 66.3544 219.532
99.9927 38.3677 214.862
99.9927 40.3474 396.81
99.9927 1.86648 249.171
99.9927 49.9701 15.4117
99.9927 80.6667 72.1385
99.9927 86.2681 242.371
99.9927 74.168 225.922
99.9927 59.3505 227.412
99.9927 88.0262 387.67
99.9927 73.3718 352.82
99.9927 45.4663 312.1
99.9927 1.5464 194.423
99.9927 10.2892 356.44
99.9927 84.8099 320.26
99.9927 3.42688 250.551
99.9927 74.7349 12.6016
99.9927 76.8567 200.823
99.9927 40.226 192.153
99.9926 15.852 186.684
99.9927 49.5979 235.651
99.9927 89.2951 361.69
99.9927 5.9176 138.305
99.9927 66.2372 303.601
99.9927 10.0791 323.04
99.9927 12.6602 52.4042
99.9927 21.2262 346.32
99.9927 63.2188 241.931
99.9927 84.4404 136.972
99.9927 60.4683 54.6745
99.9927 94.8512 228.691
99.9927 1.55641 288.151
99.9927 93.7318 12.5516
99.9927 62.1295 130.336
99.9927 1.26634 55.7546
99.9927 26.8233 229.651
99.9927 3.97703 161.919
99.9927 11.5897 302.431
99.9927 27.3242 58.9151
99.9927 47.8813 61.9957
99.9927 23.9992 87.9797
99.9927 47.1615 225.902
99.9927 60.7749 345.85
99.9927 81.046 250.251
99.9927 47.0538 250.841
99.9927 46.5511 364.41
99.9712 39.4576 304.841
99.9927 65.9934 324.62
99.9927 72.2486 341.38
99.9927 32.3061 335.84
99.9927 70.3439 244.051
99.9927 79.22 346.79
